priority,shop_id,name,primary_type,assigned_type_id,assigned_category,tags,comments,score,flags,suggestion,evidence
45,10611,花嶼輕食館Flower Island Brunch-台北士林站輕食早午餐/下午茶/咖啡廳 異國料理/義大利麵/燉飯/創意料理 親子/寵物友善 聚餐/慶生/約會/網美 2026熱門訂位評價推薦 PTT Dcard threads,db_current,2010,美式料理,Brunch、早午餐、義式、約會、親子,1047,4.9,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：義大利麵、義大利、燉飯,義法料理:義大利麵、義大利、燉飯; 咖啡/甜點:下午茶、甜點、蛋糕、拿鐵、咖啡
45,10489,CHALET V,db_current,2007,義法料理,法式、約會、親子,1039,4.6,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：拿鐵,咖啡/甜點:拿鐵
45,10612,JODA CAFE 松山八德店,db_current,2007,義法料理,義式,1022,4.9,keyword_conflict;high_impact,檢查是否應改為 中式料理 (2008)；命中：麵食,中式料理:麵食; 咖啡/甜點:cafe
45,10178,雞老闆 桶仔雞 士林店,db_current,2008,中式料理,,1019,4.8,keyword_conflict;high_impact,檢查是否應改為 居酒屋 (2003)；命中：居酒屋、串燒、暢飲,居酒屋:居酒屋、串燒、暢飲
45,10138,The Public House,db_current,2007,義法料理,餐酒館,1010,4.5,keyword_conflict;high_impact,檢查是否應改為 居酒屋 (2003)；命中：酒吧、下酒,居酒屋:酒吧、下酒
45,10491,九井自慢料理,db_current,2001,火鍋,約會、商務,999,4.6,keyword_conflict;high_impact,檢查是否應改為 日式料理 (2004)；命中：生魚片、壽司,日式料理:生魚片、壽司
45,10709,知初植物系永續廚房（Last order time is 14:15 / 20:00）,db_current,2005,素食,,952,4.7,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：披薩,義法料理:披薩
45,10710,HOW齊早午餐,db_current,2010,美式料理,早午餐、法式,952,4.7,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：法式,義法料理:法式
45,10327,有麵子蔬食料理,db_current,2005,素食,,928,4.8,keyword_conflict;high_impact,檢查是否應改為 日式料理 (2004)；命中：拉麵,日式料理:拉麵
45,10653,ChiaoDuo House巧哚洋房,db_current,2007,義法料理,約會,920,4.8,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：咖啡,咖啡/甜點:咖啡
45,10711,熊賀酒場/焼鳥,db_current,2003,居酒屋,親子,918,4.7,keyword_conflict;high_impact,檢查是否應改為 日式料理 (2004)；命中：生魚片、壽司,日式料理:生魚片、壽司
45,10493,Boulevard Cafe 林蔭美式餐酒食(供餐至20:00),db_current,2010,美式料理,義式,912,4.6,keyword_conflict;high_impact,檢查是否應改為 居酒屋 (2003)；命中：酒吧,居酒屋:酒吧; 義法料理:義大利麵、義大利、燉飯; 咖啡/甜點:cafe
45,10407,Takeout burger & cafe 內湖店（最後點餐晚上9點，恕不接待10歲以下幼童內用）,db_current,2010,美式料理,,903,4.7,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：cafe,咖啡/甜點:cafe
45,10613,動物園滷餐小酒館 Zoo Bistro 2.0,db_current,2007,義法料理,義式、餐酒館,892,4.9,keyword_conflict;high_impact,檢查是否應改為 居酒屋 (2003)；命中：下酒,居酒屋:下酒; 中式料理:台式; 美式料理:漢堡
45,10656,BearJunkies熊飲（早午餐＆酒吧）,db_current,2010,美式料理,早午餐、法式,877,4.8,keyword_conflict;high_impact,檢查是否應改為 居酒屋 (2003)；命中：酒吧,居酒屋:酒吧; 義法料理:法式
45,10657,星嫵蔬創意料理,db_current,2005,素食,,871,4.8,keyword_conflict;high_impact,檢查是否應改為 中式料理 (2008)；命中：台式,中式料理:台式
45,10143,大安站那邊 精緻熱炒,db_current,2008,中式料理,,840,4.2,keyword_conflict;high_impact,檢查是否應改為 居酒屋 (2003)；命中：啤酒,居酒屋:啤酒
45,10410,Pizza/Pizza3/披薩/餐廳/披薩3次方/信義區/林口街/台北/精釀啤酒,db_current,2007,義法料理,義式,752,4.7,keyword_conflict;high_impact,檢查是否應改為 居酒屋 (2003)；命中：啤酒、精釀,居酒屋:啤酒、精釀
45,10659,三重奏加蚋 Trio kitchen,db_current,2007,義法料理,義式、約會、親子,728,4.8,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：蛋糕,咖啡/甜點:蛋糕
45,10196,徙巷小餐酒x徙巷早午餐,db_current,2007,義法料理,Brunch、餐酒館,689,4.5,keyword_conflict;high_impact,檢查是否應改為 居酒屋 (2003)；命中：下酒,居酒屋:下酒; 美式料理:早午餐
45,10497,鐵 F.f Teppanyaki 鐵板燒（萬大店）,db_current,2004,日式料理,鐵板燒、約會,636,4.6,keyword_conflict;high_impact,檢查是否應改為 美式料理 (2010)；命中：漢堡,美式料理:漢堡; 咖啡/甜點:甜點
45,10715,喜多肉和牛燒肉居酒屋,db_current,2002,日式燒肉,約會,609,4.7,keyword_conflict;high_impact,檢查是否應改為 居酒屋 (2003)；命中：居酒屋,居酒屋:居酒屋
45,10498,B&B STEAK 福德店,db_current,2010,美式料理,牛排,599,4.6,keyword_conflict;high_impact,檢查是否應改為 中式料理 (2008)；命中：熱炒、台式,中式料理:熱炒、台式
45,10244,常不輕,db_current,2005,素食,親子,588,4.9,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：拿鐵,咖啡/甜點:拿鐵
45,10499,掌門精釀啤酒 內湖店,db_current,2003,居酒屋,,569,4.6,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：披薩,義法料理:披薩
45,10716,The Shed,db_current,2012,咖啡/甜點,,562,4.7,keyword_conflict;high_impact,檢查是否應改為 美式料理 (2010)；命中：漢堡,美式料理:漢堡
45,10334,三亞米（咖啡/早午餐/手作甜點）售完提早打烊，最後點菜16:30//週三公休,db_current,2010,美式料理,早午餐,505,4.8,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：甜點、咖啡,咖啡/甜點:甜點、咖啡
45,10197,一番地 內湖宏匯店,db_current,2001,火鍋,親子,489,4.5,keyword_conflict;high_impact,檢查是否應改為 日式料理 (2004)；命中：烏龍麵,日式料理:烏龍麵
45,10502,八方悅鍋物 內湖AIT店,db_current,2001,火鍋,親子,452,4.6,keyword_conflict;high_impact,檢查是否應改為 中式料理 (2008)；命中：麵食,中式料理:麵食
45,10170,旭穗蔬食VEGANala,db_current,2005,素食,親子,409,4.5,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：甜點、蛋糕,咖啡/甜點:甜點、蛋糕
45,10665,初衷鮨,db_current,2004,日式料理,約會,379,4.8,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：甜點,咖啡/甜點:甜點
45,10721,糧田,db_current,2010,美式料理,,340,4.7,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：蛋糕,咖啡/甜點:蛋糕
45,10505,南洋蔬食小棧（營業時間以FB公告為主）,db_current,2005,素食,,284,4.6,keyword_conflict;high_impact,檢查是否應改為 咖啡/甜點 (2012)；命中：咖啡,咖啡/甜點:咖啡
45,10723,好啤氣 Temper,db_current,2003,居酒屋,約會,265,4.7,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：披薩,義法料理:披薩
45,10506,貳號基地Cafe,db_current,2012,咖啡/甜點,義式,264,4.6,keyword_conflict;high_impact,檢查是否應改為 義法料理 (2007)；命中：義大利麵、義大利,義法料理:義大利麵、義大利
45,10725,一肚子火 串燒（無預約）,db_current,2004,日式料理,,221,4.7,keyword_conflict;high_impact,檢查是否應改為 居酒屋 (2003)；命中：串燒,居酒屋:串燒
45,10418,青靜緣,db_current,2005,素食,約會,77,4.7,keyword_conflict;high_impact,檢查是否應改為 日式料理 (2004)；命中：懷石,日式料理:懷石
40,10248,雙月食品社 濟南店,db_current,2008,中式料理,,24978,4.8,defaulted_to_chinese;high_impact,人工確認主分類,踏入雙月食品社濟南店，明亮且高效的用餐空間迎接每位食客。餐廳採取先取號碼牌、於店外自助點餐的流程，尖峰時刻常需排隊等候，運作節奏緊湊。餐點核心在於慢火熬製的鮮美湯品，招牌干貝燉雞湯頭清甜，雞肉質地彈牙，碗內佐以大量脆口高麗菜，誠意十足。主食類如愛恨椒芝麵，麻椒與濃郁芝麻香氣交織，麵條口感紮實。若偏好重口味，吻仔魚飯與滷肉飯的濃郁油蔥味表現突出，但需留意整體調味偏鹹，且現場未供應飲用水，建議前往時預先準備。用餐環境雖較為擁擠，但對於...
40,10204,雙月食品社 八德店,db_current,2008,中式料理,,20933,4.9,defaulted_to_chinese;high_impact,人工確認主分類,踏入雙月食品社八德店，明亮整潔的空間映入眼簾，即使尖峰時刻人潮絡繹不絕，工作人員仍保持專業且迅速的服務節奏。這裡是以「湯品與拌麵」為核心的生活感餐廳，招牌的愛恨椒芝麵將花椒香氣與濃厚芝麻醬完美結合，麵條保留了紮實的咬勁，層次鮮明而不膩口。燉雞湯系列份量驚人，大塊雞肉燉煮至肉質Q彈，湯頭融合了枸杞與蔬菜鮮甜，入口回甘，是暖胃的最佳選擇。店內動線規劃採叫號入座與掃碼點餐，用餐步調緊湊，即便平日午間亦可能需預留排隊等待時間，是台北忙碌生...
40,10208,雙月食品社 北投店,db_current,2008,中式料理,,11413,4.9,defaulted_to_chinese;high_impact,人工確認主分類,雙月食品社北投店坐落於溫泉公園對面，門面以瓦片屋簷與大面落地窗勾勒出洗鍊的中西合璧風格，內部則以白色基調搭配木質桌椅，營造明亮整潔的用餐氛圍。這裡的招牌雞湯以滿溢的配料為特色，干貝燉雞腿湯湯頭清甜，雞腿肉質軟嫩；愛恨椒芝麵將川味花椒與濃郁芝麻醬融合，口感層次鮮明。不過因位處熱門景點，店內座席間距較為緊湊，尖峰時段難免需要併桌，現場候位節奏較快，建議避開人潮前往。服務團隊展現了專業親切的態度，雖受限於空間格局較為侷促，仍適合在散步北...
40,10211,莎瓦迪卡海鮮.泰,db_current,2008,中式料理,,7881,4.9,defaulted_to_chinese;high_impact,人工確認主分類,推開大門，迎面而來的是大氣的裝潢風格，空間設計營造出適合多人共享的餐飲氛圍。這裡的泰式料理在調味上各有千秋，像是加入葡萄與白木耳的酸辣海鮮，以獨特的清脆口感創造出意外驚喜；綠咖哩則呈現厚實的奶香與香茅氣息，搭配軟嫩牛肉顯得相當下飯。雖然部分桌次空間稍顯侷促，燈光表現也因座位而異，但廚房團隊對於打拋豬肉與蝦醬炒時蔬的火候掌控精準，保有肉質Q彈與蔬菜脆口度。建議點餐時留意部分特色大菜，如火山排骨湯辣度後勁強烈，若對辣味敏感，品嚐時需調...
40,10130,MAJI MAJI集食行樂,db_current,2008,中式料理,親子,6513,4.2,defaulted_to_chinese;high_impact,人工確認主分類,坐落於圓山花博園區的 MAJI MAJI 集食行樂，保留了原始倉庫的挑高工業風架構，開放式空間將室內與戶外串聯，營造出宛如都會遊樂場般的自在氣氛。這裡採取複合式餐飲模式，適合三五好友各自選購心儀料理後，在公共長桌區域匯合，共享隨性而流動的聚餐節奏。餐點選擇囊括多國風味，例如充滿嚼勁且帶有濃郁麥香的大蒜烤餅，或是溫熱順口的番茄湯，都能在輕鬆環境中享用。入夜後，園區點燈後更顯熱鬧，音樂與人聲交織出活力十足的氛圍。建議避開週末巔峰時段，...
40,10262,吉豚屋 石牌店,db_current,2008,中式料理,,6322,4.8,defaulted_to_chinese;high_impact,人工確認主分類,踏進這間位於石牌捷運站旁的日式豬排專賣店，映入眼簾的是簡約俐落的木質調空間。店內設有兩層樓用餐區，採自助式流程，從掃碼點餐、取餐到餐後回收餐具皆由顧客自行完成，整體步調快速且具效率。招牌炸豬排外皮呈現金黃酥脆的質地，一口咬下能感受到肉質軟嫩多汁的厚實感。除了主食，隨附的味噌湯用料相當大氣，不僅份量足，還能嚐到豬肉片與滿滿配料。口味上整體偏向濃郁鹹香，極其下飯。若擔心口味負擔，桌上的高麗菜搭配胡麻醬，或搭配清爽的柚香漬蘿蔔，都是平衡...
40,10352,塔吉摩洛哥料理,db_current,2008,中式料理,約會、親子,4391,4.7,defaulted_to_chinese;high_impact,人工確認主分類,推開塔吉摩洛哥料理的大門，異國風情的陳設與精緻的特色盤飾，立刻構築出濃厚的北非空間感。餐桌上，透過高溫塔吉鍋燜煮的羊膝與牛腩，完整鎖住了食材的鮮甜，肉質呈現軟嫩綿密的質感，醬汁香料比例經過精細調校，既保有溫潤的香氣，又不失平易近人的適口性。用餐節奏由親切的服務引領，不時能見到老闆與顧客互動表演，讓整體氛圍充滿活力。若點選雙人套餐，建議將濃郁的塔吉鍋醬汁拌入帶有獨特顆粒感的北非小米或番紅花飯中，以米布丁與現泡薄荷茶收尾，是一場完整且...
40,10189,刁民-酸菜魚 西門中華店,db_current,2008,中式料理,,4134,4.6,defaulted_to_chinese;high_impact,人工確認主分類,踏入西門町的刁民酸菜魚，強烈的工業風裝潢與活力十足的服務口號，構築出鮮明的用餐氛圍。招牌秘罈酸菜魚選用肉質滑嫩的烏鱧魚片，透過熱油激發出酸爽椒麻的香氣，湯頭濃郁且層次豐富；若口味偏重，還能免費添加龍骨高湯調整。除了主餐，現場提供的陳皮洛神花茶是解膩良伴，帶有焦糖香氣的奶茶亦是熱門選擇。店內空間寬敞，適合三五好友聚餐，但尖峰時刻與平假日的候位節奏明顯，建議預留充足時間。用餐過程中，若遇湯頭或魚肉處理有疑慮，可即時請服務人員協助。作為...
40,10109,刁民-酸菜魚 信義店,db_current,2008,中式料理,,3560,4.5,defaulted_to_chinese;high_impact,人工確認主分類,走進這間位於信義區的熱門酸菜魚館，第一印象便是充滿潮流感的用餐氛圍與熱鬧節奏。招牌料理以湯頭酸、香、麻、辣的層次感著稱，魚肉質地滑嫩，配合吸飽湯汁的金針菇或富有彈性的蝦滑，更能展現酸菜湯底的開胃特質。這裡不僅是朋友聚會的人氣場所，也常被作為宵夜選擇。不過，由於店內人潮絡繹不絕，現場候位時間較長，且用餐時間設有限制，建議事前預留充足時段。用餐節奏偏向快步調，服務團隊雖在繁忙中維持基本運作，但建議顧客在入座時便一次點齊心儀配料，因餐後...
40,10153,黃龍莊,db_current,2008,中式料理,,3552,4.1,defaulted_to_chinese;high_impact,人工確認主分類,隱身於牯嶺街的老字號黃龍莊，是許多在地人從小吃到大的中式餐館。入座後，店家隨即遞上熱騰騰的牛蒡茶暖胃，店內工作人員分工流暢，對於客人的需求回應相當親切。招牌的蘇式小湯包皮薄帶勁，內餡肉質鮮甜，搭配新鮮薑絲與沾醬，能展現出飽滿湯汁的層次。此外，鑊氣十足的炒飯也是必嚐亮點，粒粒分明的口感伴隨著蔥花蛋香。燉煮到骨肉分離的元盅雞湯，清爽卻帶有深厚的甘甜韻味。雖然部分餐點如餃類或是調味濃淡的感受因人而異，但在這用餐能感受到老派餐館的節奏感，...
40,10135,榮榮園浙寧餐廳,db_current,2008,中式料理,商務,3460,4.1,defaulted_to_chinese;high_impact,人工確認主分類,榮榮園浙寧餐廳是老台北記憶中的江浙風味指標，廚房對於火候與調味的掌握，展現出醇厚且層次分明的特色。招牌的鐵板牛尾講究骨肉分離的細緻口感，肉質軟嫩且膠質豐富；砂鍋菜飯則能吃到鑊氣十足的酥脆鍋巴，搭配清甜滋補的砂鍋火朣扁尖土雞湯，完整體現江浙菜的濃郁與鮮香。餐廳服務由經驗老到的阿姨領軍，動作俐落且態度直率親切。空間配置雖保留了傳統中式圓桌，但桌距安排相對緊湊，且因整體環境開放，人多時難免顯得熱鬧喧騰，建議聚餐時若有私密對話需求，可預先...
40,10441,Mr. 雪腐 公館店,db_current,2008,中式料理,,3297,4.6,defaulted_to_chinese;high_impact,人工確認主分類,走進Mr. 雪腐公館店，工業風格的裝潢為冷冽的冰品體驗增添了幾分性格，店內座位充裕，即使在人潮眾多的尖峰時刻，翻桌節奏依然流暢，無需久候便能入座。這裡的冰品選擇多元，其中「炭焙雪腐」展現出獨特的豆漿基底與炭燒香氣，底部藏著滑嫩豆花，風味層次鮮明且甜度適中；深受好評的焙茶冰則是茶香濃郁，搭配口感Q彈的珍珠，讓人印象深刻。雖然店內空間極具特色，但服務流程偶有不夠細膩之處，有時會感受到較為緊湊的控場壓力。整體而言，這裡是適合享受清爽冰品...
40,10279,女巫店,db_current,2008,中式料理,,3231,4.8,defaulted_to_chinese;high_impact,人工確認主分類,推開女巫店的門，隨即感受到這處空間精巧而緊湊的場域氛圍。店內備有各式桌遊供人消磨時光，是午後窩著放空的去處。餐點表現中規中矩，香腸大奶麵質地濃郁順口，黃金豬排咖哩飯則帶有嚼勁十足的偏硬米芯。作為台北獨立音樂的重要據點，這裡的音響配置水準穩定，讓每一場駐唱演出都顯得立體。不過，這裏的場地空間有限，在熱門的演出活動期間，動線容易受限，且現場服務節奏較為直率，建議在預訂前確認演出時段與人流規劃，以避開繁忙擁擠的時段。
40,10525,初泰Pikul｜信義象山門市,db_current,2008,中式料理,,3005,4.5,defaulted_to_chinese;high_impact,人工確認主分類,初泰Pikul信義象山店坐落於都會區邊緣，挑高的空間設計為用餐環境挹注了寬敞明亮的舒適感，動線規劃流暢，適合作為多人聚會的落腳處。餐廳主打風味鮮明的泰式料理，其中黑金蝦餅保留了細碎蝦殼的口感，外殼微脆且帶有飽滿香氣；瑪莎曼咖哩牛則以軟嫩肉質與濃郁醬汁呈現下飯的厚實感。不過需留意多數菜色調味偏向重鹹與強烈香料感，部分餐點如打拋豬肉，蒜味在比例上會顯得較為突出，建議喜愛濃郁重口味的饕客前往。外場服務在人員配置與彈性應對上存在一定程度的...
40,10116,刁民-酸菜魚 信義松仁店,db_current,2008,中式料理,,2998,4.7,defaulted_to_chinese;high_impact,人工確認主分類,踏入信義松仁店，映入眼簾的是充滿年輕氣息的時髦裝潢，寬敞的地下用餐空間讓聚餐節奏顯得熱鬧。招牌酸菜魚湯頭帶有濃烈且厚實的酸鮮香氣，入口先酸後辣，花椒的麻感在味蕾上徐徐堆疊，魚肉片處理得滑嫩細緻。店內設置候位動線，入座後可自取洛神花與陳皮沖泡熱飲，適合兩人以上分食。雖然重口味湯頭相當下飯，但部分配料如炸魚皮與炸雞口感強烈，若偏好清爽口味建議斟酌點選。店內服務節奏快，用餐氛圍適合三五好友歡聚，建議避開尖峰時段，以免候位時間過長。
40,10444,三角冰冰品專賣店,db_current,2008,中式料理,,2781,4.6,defaulted_to_chinese;high_impact,人工確認主分類,推開三角冰的門，常能感受店員熱忱的招呼，這間陪伴許多人從學生時期走到職場的冰品店，始終維持著舒心的用餐氛圍。這裡的冰品細緻，茶香類的冰磚醬濃郁且甜度適中，如招牌的鐵觀音豆花，茶香氣韻在口中顯得柔和；而層次豐富的雙拼奶奶冰，中心藏著軟糯紅豆，搭配香草奶酪更能提升整碗冰的質感。店內空間精巧，尖峰時段或許會顯得有些緊湊，用餐後需請您自行回收碗盤。儘管夏天偶有排隊人潮，那份手工熬煮的配料與充滿溫度的麵茶湯圓，總值得您在酒足飯飽後，留下一段...
40,10535,貓空清泉山莊 景點餐廳,db_current,2008,中式料理,親子,2425,4.5,defaulted_to_chinese;high_impact,人工確認主分類,踏進貓空清泉山莊，露台座位提供了一覽台北盆地的絕佳視角，隨日光移轉，從白晝的蔥鬱景致到入夜後的101閃爍燈火，空間氛圍既放鬆又溫暖。餐廳核心圍繞著在地鐵觀音文化，那鍋人氣極高的鐵觀音茶葉蛤蜊雞湯，以茶葉入湯烹煮，湯色清香甘醇，且能隨時續添熱湯；另一道烏龍茶香炒飯則透過茶末層次，帶出獨特的咀嚼香氣。服務人員節奏從容且親切，入座後便會送上熱騰騰的鐵觀音茶，讓上山的賓客緩解寒意，儘管部分料理如桂竹筍口味較重，但透過食材新鮮原味與熱誠接待...
40,10686,勝魂丼飯專門店（丼飯.咖哩）,db_current,2008,中式料理,,1879,4.7,defaulted_to_chinese;high_impact,人工確認主分類,推開勝魂丼飯專門店的大門，點餐機自助點餐的節奏顯得明快。店內提供味噌湯、飲品與毛豆等自助吧選項，讓用餐體驗更具彈性。這裡的烤物如雞腿排需靜候片刻，入口能嚐到炙燒香氣；炸物部分則強調外皮酥脆且不顯油膩，適合喜歡口感鮮明的朋友。若喜愛咖哩，店內風格偏向日式甜味，建議可利用桌上的七味粉增添層次。需要留意的是，店內用餐節奏會隨現場人手調配而有所起伏，若遇尖峰時段，建議預留稍長的候餐時間，享受這份簡樸且熱騰騰的丼飯與咖哩風味。
40,10546,非常泰 - 南港中信店,db_current,2008,中式料理,商務,1847,4.5,defaulted_to_chinese;high_impact,人工確認主分類,走進「非常泰」南港中信店，首先感受到的是整潔明亮的空間，無論是平日午間或聚會時段，服務人員皆保持親切熱忱，頻繁地為賓客補水並整理桌面，展現出俐落且細膩的節奏。餐點風格偏向大眾化的溫潤口感，像是酸辣海鮮湯處理得較為柔和順口，即便不擅長吃辣的賓客也能輕易嘗試。招牌菜色如月亮蝦餅能嚐到紮實的蝦肉口感，而紅藜飯則在視覺與口感上增添了細緻的變化。若喜愛下飯料理，綠咖哩雞與清蒸魚是不錯的選擇，搭配藏有驚喜配料的摩摩渣渣，為餐期畫下句點。整體環...
40,10134,湘八老,db_current,2008,中式料理,,1760,4.3,defaulted_to_chinese;high_impact,人工確認主分類,湘八老承襲湘菜講究火候的傳統，以鑊氣十足的炒菜見長。招牌的富貴雙方保留了酥脆與香甜平衡的口感，而藤椒炸蛋則以半熟蛋液結合獨特麻香，成為許多饕客的心頭好。餐廳空間採通透設計，但也因缺乏吸音配置，在客滿時容易產生明顯的環境噪音。用餐節奏方面，若遇尖峰時段，上菜速度可能會顯得較為緩慢，建議計畫前往的顧客預先保留寬裕的用餐時間，並優先挑選單點菜色，以確保能品嚐到最符合個人口味的精準風味。
40,10602,雲の咖哩屋,db_current,2008,中式料理,,1720,4.9,defaulted_to_chinese;high_impact,人工確認主分類,漫步至小巨蛋附近，這間咖哩屋總以濃郁香氣迎接著過路食客。店內咖哩醬體呈現厚重的深焙質地，入口後辛辣餘韻在舌尖綻放，非常下飯。特別推薦裹上墨魚粉炸製的唐揚雞，外皮酥香、肉質軟嫩，與飽滿多汁的炸牡蠣一同搭配，組成風味豐富的海陸拼盤。若想轉換味蕾，店家自製的柚香蘿蔔清爽解膩，酸甜滋味讓接續的炸物口感更顯輕盈。儘管店內時常座無虛席，節奏緊湊卻不顯凌亂，無論是想獨自享受濃郁咖哩的辛香，或是與朋友聚餐分食，都能在店內層次分明的餐點中感受到老闆...
40,10157,春水堂 中正店,db_current,2008,中式料理,,1636,3.8,defaulted_to_chinese;high_impact,人工確認主分類,隱身於國家音樂廳地下一樓的春水堂，以其沈穩簡約的裝潢風格，成為藝文愛好者觀演前後的用餐首選。餐廳採用數位點餐系統，顧客入座後需至櫃檯完成結帳，建議預留充足時間，以免因排隊或不熟悉系統而壓縮候場節奏。招牌珍珠奶茶保留了珍珠細膩黏糯的口感，茶湯比例調和，帶有穩定的溫潤香氣；功夫麵則提供彈性的韭菜客製化調整，適合講究細節的用餐者。雖然部分時段人潮洶湧，服務人員依然會主動協助動線引導。餐點品質穩定，牛肉麵湯頭濃郁，紅油抄手香氣飽滿。整體而...
40,10561,貓空 山中茶-景觀餐廳,db_current,2008,中式料理,親子、景觀,1548,4.5,defaulted_to_chinese;high_impact,人工確認主分類,漫步在貓空纜車站周邊的階梯，拾級而上來到山中茶，這裡是俯瞰台北盆地與眺望 101 大樓的絕佳據點。餐廳空間開闊且氣氛沉穩，最適合在天氣晴朗時，與親友一同入座，感受山區特有的靜謐。餐桌上，將茶葉巧思融入料理的獨特風味是招牌亮點，例如鳳梨苦瓜雞湯帶著溫熱暖意，口感紮實的避風塘排骨則鹹香下飯，搭配茶油麵線或清爽的涼拌過貓，簡單卻能嘗到食材原味。店家服務節奏自在，時而端上的茶凍等小驚喜，讓人在貓空一日遊或登山後，能獲得一頓飽足且從容的用餐時光。
40,10471,隱世餐酒館(台北永春店),db_current,2008,中式料理,餐酒館,1528,4.6,defaulted_to_chinese;high_impact,人工確認主分類,隱世餐酒館位於台北永春，走進地下室後，開闊的用餐場域與環繞的音樂氛圍隨即映入眼簾。空間設計以舞台為核心，若置身於舞台正後方，能近距離感受歌手演出的感染力。這裡的餐點選擇多樣，像帶有辣味的大火快炒蛤蜊麵，以及口感酥脆的冰梅雞皆為店內特色。調酒部分，以古代酒杯盛裝的蒼穹之源酒感厚實，御白則呈現清爽酸甜調性。晚間用餐節奏輕快明確，採取限時制清場，適合三五好友在現場音樂的陪襯下聚會小酌，享受視聽感官體驗。服務方面，現場設有專人引導，並提供...
40,10167,磚窯古早料理南港創始店,db_current,2008,中式料理,親子,1520,4.4,defaulted_to_chinese;high_impact,人工確認主分類,推開磚窯古早料理南港創始店的木門，彷彿瞬間踏入民國五〇年代的時光隧道。店內陳列的大同寶寶牆與玻璃櫃裡的懷舊柑仔店小物，為餐敘營造出濃厚的復古情調。招牌炸豬腳外皮呈現酥脆質感，內裡肉質彈牙飽滿；芋頭米粉湯則散發溫潤香氣，是不少熟客心中的必點首選。這裡的空間配置跨越樓層，適合攜帶長輩或三五好友小聚，不過在尖峰時刻，出餐節奏偶有波動，建議訂位時預先確認座位需求與餐點預訂，以確保用餐體驗更為順暢。
40,10308,馬友友印度廚房內湖店,db_current,2008,中式料理,,1489,4.8,defaulted_to_chinese;high_impact,人工確認主分類,走進馬友友印度廚房內湖店，暖色調的裝潢營造出異國風味濃厚的聚餐氛圍，店內甚至備有拍照小道具，能感受到經營者的巧思。餐桌上，香氣四溢的烤餅是不可錯過的靈魂，餅皮烤得酥脆且富嚼勁，沾裹濃稠適中的咖哩品嚐尤為對味；其中起司口味烤餅更因會牽絲的口感備受好評。這裡提供豐富的香料咖哩與燒烤料理，服務人員態度親切且積極。不過，部分肉類料理的熟度與口感掌握尚有進步空間，且餐點份量精緻，適合多人前往點選多款菜色共享。餐後的瑪莎拉奶茶帶著濃郁薑與肉桂...
40,10699,晴天廚房,db_current,2008,中式料理,,1464,4.7,defaulted_to_chinese;high_impact,人工確認主分類,推開門走進晴天廚房，溫馨的木質調空間將都市喧囂隔絕在外。店內主打現做的日式咖哩與定食，特色咖哩融合蔬菜的溫潤與獨特香氣，搭配份量紮實的唐揚雞，每一口都能感受食材的溫度。除了咖哩，帶有馬告清香的豬排與奶油基底的現烤花魚也是人氣選擇，隨餐附贈的味噌湯醇厚帶甜，為餐點增色不少。二樓用餐區寬敞舒適，採線上點餐方式，讓點餐過程更加流暢。不過，由於空間回音稍大，建議用餐時放低音量，並留意用餐尖峰時段的節奏，提前訂位更能確保擁有從容的用餐時光。
40,10565,竣師父牛肉麵-大安店,db_current,2008,中式料理,,1433,4.5,defaulted_to_chinese;high_impact,人工確認主分類,推開竣師父牛肉麵的大安店門扉，映入眼簾的是僅有18席的精緻空間。雖為排隊名店，店員仍能各司其職，維持著忙碌卻客氣的服務節奏。這裡提供三種麵條選項，其中刀削麵口感厚實，吸飽湯汁後風味尤佳。紅燒湯頭帶有獨特的花椒椒麻氣息，而紅燒蕃茄款則呈現酸大於辣的清爽層次。最受矚目的清燉湯頭揉合了類似雞湯的濃郁與蔬菜清甜，往往提前售罄。店內設有完善的醬料區，廁所空間更貼心備有漱口水與除臭噴霧，展現細緻入微的用餐關懷。不過，用餐尖峰期需預留充裕的候位...
